SourceName,DateAccessed,ParentLocation,Location,Period,Dim1,FactValueNumeric
WHO,10/17/2023 10:01,Americas,Peru,2010,Both sexes,77.28
WHO,10/17/2023 10:01,Americas,Peru,2010,Male,75.61
WHO,10/17/2023 10:01,Americas,Peru,2010,Female,78.91
WHO,10/17/2023 10:01,Americas,Peru,2000,Both sexes,74.42
WHO,10/17/2023 10:01,Americas,Peru,2000,Male,72.86
WHO,10/17/2023 10:01,Americas,Peru,2000,Female,75.94
WHO,10/17/2023 10:01,Americas,Paraguay,2019,Both sexes,75.81
WHO,10/17/2023 10:01,Americas,Paraguay,2019,Male,73.08
WHO,10/17/2023 10:01,Americas,Paraguay,2019,Female,78.85
WHO,10/17/2023 10:01,Americas,Paraguay,2015,Both sexes,75.56
WHO,10/17/2023 10:01,Americas,Paraguay,2015,Male,72.83
WHO,10/17/2023 10:01,Americas,Paraguay,2015,Female,78.6
WHO,10/17/2023 10:01,Americas,Paraguay,2010,Both sexes,74.99
WHO,10/17/2023 10:01,Americas,Paraguay,2010,Male,72.47
WHO,10/17/2023 10:01,Americas,Paraguay,2010,Female,77.73
WHO,10/17/2023 10:01,Americas,Paraguay,2000,Both sexes,74.8
WHO,10/17/2023 10:01,Americas,Paraguay,2000,Male,72.57
WHO,10/17/2023 10:01,Americas,Paraguay,2000,Female,77.14
WHO,10/17/2023 10:01,Americas,El Salvador,2019,Both sexes,75.03
WHO,10/17/2023 10:01,Americas,El Salvador,2019,Male,70.58
WHO,10/17/2023 10:01,Americas,El Salvador,2019,Female,79.13
WHO,10/17/2023 10:01,Americas,El Salvador,2015,Both sexes,73.25
WHO,10/17/2023 10:01,Americas,El Salvador,2015,Male,68.12
WHO,10/17/2023 10:01,Americas,El Salvador,2015,Female,78.02
WHO,10/17/2023 10:01,Americas,El Salvador,2010,Both sexes,74.5
WHO,10/17/2023 10:01,Americas,El Salvador,2010,Male,70.62
WHO,10/17/2023 10:01,Americas,El Salvador,2010,Female,78.04
WHO,10/17/2023 10:01,Americas,El Salvador,2000,Both sexes,72.5
WHO,10/17/2023 10:01,Americas,El Salvador,2000,Male,68.39
WHO,10/17/2023 10:01,Americas,El Salvador,2000,Female,76.48
WHO,10/17/2023 10:01,Americas,Suriname,2019,Both sexes,71.48
WHO,10/17/2023 10:01,Americas,Suriname,2019,Male,68.5
WHO,10/17/2023 10:01,Americas,Suriname,2019,Female,74.63
WHO,10/17/2023 10:01,Americas,Suriname,2015,Both sexes,72.6
WHO,10/17/2023 10:01,Americas,Suriname,2015,Male,69.5
WHO,10/17/2023 10:01,Americas,Suriname,2015,Female,75.85
WHO,10/17/2023 10:01,Americas,Suriname,2010,Both sexes,71.83
WHO,10/17/2023 10:01,Americas,Suriname,2010,Male,68.71
WHO,10/17/2023 10:01,Americas,Suriname,2010,Female,75.12
WHO,10/17/2023 10:01,Americas,Suriname,2000,Both sexes,69.94
WHO,10/17/2023 10:01,Americas,Suriname,2000,Male,67.13
WHO,10/17/2023 10:01,Americas,Suriname,2000,Female,72.98
WHO,10/17/2023 10:01,Americas,Trinidad and Tobago,2019,Both sexes,76.13
WHO,10/17/2023 10:01,Americas,Trinidad and Tobago,2019,Male,72.54
WHO,10/17/2023 10:01,Americas,Trinidad and Tobago,2019,Female,79.92
WHO,10/17/2023 10:01,Americas,Trinidad and Tobago,2015,Both sexes,74.61
WHO,10/17/2023 10:01,Americas,Trinidad and Tobago,2015,Male,71.1
WHO,10/17/2023 10:01,Americas,Trinidad and Tobago,2015,Female,78.33
WHO,10/17/2023 10:01,Americas,Trinidad and Tobago,2010,Both sexes,72.12
WHO,10/17/2023 10:01,Americas,Trinidad and Tobago,2010,Male,68.74
WHO,10/17/2023 10:01,Americas,Trinidad and Tobago,2010,Female,75.69
WHO,10/17/2023 10:01,Americas,Trinidad and Tobago,2000,Both sexes,69.7
WHO,10/17/2023 10:01,Americas,Trinidad and Tobago,2000,Male,66.94
WHO,10/17/2023 10:01,Americas,Trinidad and Tobago,2000,Female,72.58
WHO,10/17/2023 10:01,Americas,Uruguay,2019,Both sexes,77.1
WHO,10/17/2023 10:01,Americas,Uruguay,2019,Male,73.48
WHO,10/17/2023 10:01,Americas,Uruguay,2019,Female,80.56
WHO,10/17/2023 10:01,Americas,Uruguay,2015,Both sexes,77.03
WHO,10/17/2023 10:01,Americas,Uruguay,2015,Male,73.31
WHO,10/17/2023 10:01,Americas,Uruguay,2015,Female,80.56
WHO,10/17/2023 10:01,Americas,Uruguay,2010,Both sexes,76.36
WHO,10/17/2023 10:01,Americas,Uruguay,2010,Male,72.54
WHO,10/17/2023 10:01,Americas,Uruguay,2010,Female,80.05
WHO,10/17/2023 10:01,Americas,Uruguay,2000,Both sexes,74.82
WHO,10/17/2023 10:01,Americas,Uruguay,2000,Male,70.82
WHO,10/17/2023 10:01,Americas,Uruguay,2000,Female,78.8
WHO,10/17/2023 10:01,Americas,United States of America,2019,Both sexes,78.5
WHO,10/17/2023 10:01,Americas,United States of America,2019,Male,76.28
WHO,10/17/2023 10:01,Americas,United States of America,2019,Female,80.73
WHO,10/17/2023 10:01,Americas,United States of America,2015,Both sexes,78.56
WHO,10/17/2023 10:01,Americas,United States of America,2015,Male,76.31
WHO,10/17/2023 10:01,Americas,United States of America,2015,Female,80.8
WHO,10/17/2023 10:01,Americas,United States of America,2010,Both sexes,78.56
WHO,10/17/2023 10:01,Americas,United States of America,2010,Male,76.27
WHO,10/17/2023 10:01,Americas,United States of America,2010,Female,80.8
WHO,10/17/2023 10:01,Americas,United States of America,2000,Both sexes,76.69
WHO,10/17/2023 10:01,Americas,United States of America,2000,Male,74.12
WHO,10/17/2023 10:01,Americas,United States of America,2000,Female,79.17
WHO,10/17/2023 10:01,Americas,Saint Vincent and the Grenadines,2019,Both sexes,73.22
WHO,10/17/2023 10:01,Americas,Saint Vincent and the Grenadines,2019,Male,71.32
WHO,10/17/2023 10:01,Americas,Saint Vincent and the Grenadines,2019,Female,75.32
WHO,10/17/2023 10:01,Americas,Saint Vincent and the Grenadines,2015,Both sexes,72.47
WHO,10/17/2023 10:01,Americas,Saint Vincent and the Grenadines,2015,Male,70.3
WHO,10/17/2023 10:01,Americas,Saint Vincent and the Grenadines,2015,Female,74.91
WHO,10/17/2023 10:01,Americas,Saint Vincent and the Grenadines,2010,Both sexes,72.85
WHO,10/17/2023 10:01,Americas,Saint Vincent and the Grenadines,2010,Male,70.92
WHO,10/17/2023 10:01,Americas,Saint Vincent and the Grenadines,2010,Female,74.99
WHO,10/17/2023 10:01,Americas,Saint Vincent and the Grenadines,2000,Both sexes,70.61
WHO,10/17/2023 10:01,Americas,Saint Vincent and the Grenadines,2000,Male,68.51
WHO,10/17/2023 10:01,Americas,Saint Vincent and the Grenadines,2000,Female,72.81
WHO,10/17/2023 10:01,Americas,Venezuela (Bolivarian Republic of),2019,Both sexes,73.95
WHO,10/17/2023 10:01,Americas,Venezuela (Bolivarian Republic of),2019,Male,69.91
WHO,10/17/2023 10:01,Americas,Venezuela (Bolivarian Republic of),2019,Female,78.17
WHO,10/17/2023 10:01,Americas,Venezuela (Bolivarian Republic of),2015,Both sexes,74.66
WHO,10/17/2023 10:01,Americas,Venezuela (Bolivarian Republic of),2015,Male,70.59
WHO,10/17/2023 10:01,Americas,Venezuela (Bolivarian Republic of),2015,Female,78.97
WHO,10/17/2023 10:01,Americas,Venezuela (Bolivarian Republic of),2010,Both sexes,74.79
WHO,10/17/2023 10:01,Americas,Venezuela (Bolivarian Republic of),2010,Male,70.82
WHO,10/17/2023 10:01,Americas,Venezuela (Bolivarian Republic of),2010,Female,78.99
WHO,10/17/2023 10:01,Americas,Venezuela (Bolivarian Republic of),2000,Both sexes,74.09
WHO,10/17/2023 10:01,Americas,Venezuela (Bolivarian Republic of),2000,Male,70.51
WHO,10/17/2023 10:01,Americas,Venezuela (Bolivarian Republic of),2000,Female,77.88
WHO,10/17/2023 10:01,Eastern Mediterranean,Afghanistan,2019,Both sexes,63.21
WHO,10/17/2023 10:01,Eastern Mediterranean,Afghanistan,2019,Male,63.29
WHO,10/17/2023 10:01,Eastern Mediterranean,Afghanistan,2019,Female,63.16
WHO,10/17/2023 10:01,Eastern Mediterranean,Afghanistan,2015,Both sexes,61.65
WHO,10/17/2023 10:01,Eastern Mediterranean,Afghanistan,2015,Male,61.04
WHO,10/17/2023 10:01,Eastern Mediterranean,Afghanistan,2015,Female,62.35
WHO,10/17/2023 10:01,Eastern Mediterranean,Afghanistan,2010,Both sexes,59.94
WHO,10/17/2023 10:01,Eastern Mediterranean,Afghanistan,2010,Male,59.6
WHO,10/17/2023 10:01,Eastern Mediterranean,Afghanistan,2010,Female,60.3
WHO,10/17/2023 10:01,Eastern Mediterranean,Afghanistan,2000,Both sexes,54.99
WHO,10/17/2023 10:01,Eastern Mediterranean,Afghanistan,2000,Male,54.57
WHO,10/17/2023 10:01,Eastern Mediterranean,Afghanistan,2000,Female,55.42
WHO,10/17/2023 10:01,Eastern Mediterranean,United Arab Emirates,2019,Both sexes,76.08
WHO,10/17/2023 10:01,Eastern Mediterranean,United Arab Emirates,2019,Male,75.1
WHO,10/17/2023 10:01,Eastern Mediterranean,United Arab Emirates,2019,Female,78.42
WHO,10/17/2023 10:01,Eastern Mediterranean,United Arab Emirates,2015,Both sexes,75.31
WHO,10/17/2023 10:01,Eastern Mediterranean,United Arab Emirates,2015,Male,74.25
WHO,10/17/2023 10:01,Eastern Mediterranean,United Arab Emirates,2015,Female,77.84
WHO,10/17/2023 10:01,Eastern Mediterranean,United Arab Emirates,2010,Both sexes,74.86
WHO,10/17/2023 10:01,Eastern Mediterranean,United Arab Emirates,2010,Male,73.86
WHO,10/17/2023 10:01,Eastern Mediterranean,United Arab Emirates,2010,Female,77.39
WHO,10/17/2023 10:01,Eastern Mediterranean,United Arab Emirates,2000,Both sexes,73.18
WHO,10/17/2023 10:01,Eastern Mediterranean,United Arab Emirates,2000,Male,72.2
WHO,10/17/2023 10:01,Eastern Mediterranean,United Arab Emirates,2000,Female,75.06
WHO,10/17/2023 10:01,Eastern Mediterranean,Bahrain,2019,Both sexes,75.81
WHO,10/17/2023 10:01,Eastern Mediterranean,Bahrain,2019,Male,75.04
WHO,10/17/2023 10:01,Eastern Mediterranean,Bahrain,2019,Female,77.02
WHO,10/17/2023 10:01,Eastern Mediterranean,Bahrain,2015,Both sexes,76.46
WHO,10/17/2023 10:01,Eastern Mediterranean,Bahrain,2015,Male,75.87
WHO,10/17/2023 10:01,Eastern Mediterranean,Bahrain,2015,Female,77.27
WHO,10/17/2023 10:01,Eastern Mediterranean,Bahrain,2010,Both sexes,74.52
WHO,10/17/2023 10:01,Eastern Mediterranean,Bahrain,2010,Male,73.85
WHO,10/17/2023 10:01,Eastern Mediterranean,Bahrain,2010,Female,75.34
WHO,10/17/2023 10:01,Eastern Mediterranean,Bahrain,2000,Both sexes,70.47
WHO,10/17/2023 10:01,Eastern Mediterranean,Bahrain,2000,Male,69.55
WHO,10/17/2023 10:01,Eastern Mediterranean,Bahrain,2000,Female,71.77
WHO,10/17/2023 10:01,Eastern Mediterranean,Djibouti,2019,Both sexes,65.81
WHO,10/17/2023 10:01,Eastern Mediterranean,Djibouti,2019,Male,64.1
WHO,10/17/2023 10:01,Eastern Mediterranean,Djibouti,2019,Female,67.78
WHO,10/17/2023 10:01,Eastern Mediterranean,Djibouti,2015,Both sexes,64.64
WHO,10/17/2023 10:01,Eastern Mediterranean,Djibouti,2015,Male,62.84
WHO,10/17/2023 10:01,Eastern Mediterranean,Djibouti,2015,Female,66.62
WHO,10/17/2023 10:01,Eastern Mediterranean,Djibouti,2010,Both sexes,61.87
WHO,10/17/2023 10:01,Eastern Mediterranean,Djibouti,2010,Male,60.63
WHO,10/17/2023 10:01,Eastern Mediterranean,Djibouti,2010,Female,63.26
WHO,10/17/2023 10:01,Eastern Mediterranean,Djibouti,2000,Both sexes,59.84
WHO,10/17/2023 10:01,Eastern Mediterranean,Djibouti,2000,Male,57.87
WHO,10/17/2023 10:01,Eastern Mediterranean,Djibouti,2000,Female,61.96
WHO,10/17/2023 10:01,Eastern Mediterranean,Egypt,2019,Both sexes,71.82
WHO,10/17/2023 10:01,Eastern Mediterranean,Egypt,2019,Male,69.59
WHO,10/17/2023 10:01,Eastern Mediterranean,Egypt,2019,Female,74.14
WHO,10/17/2023 10:01,Eastern Mediterranean,Egypt,2015,Both sexes,70.49
WHO,10/17/2023 10:01,Eastern Mediterranean,Egypt,2015,Male,68.22
WHO,10/17/2023 10:01,Eastern Mediterranean,Egypt,2015,Female,72.89
WHO,10/17/2023 10:01,Eastern Mediterranean,Egypt,2010,Both sexes,70.2
WHO,10/17/2023 10:01,Eastern Mediterranean,Egypt,2010,Male,67.82
WHO,10/17/2023 10:01,Eastern Mediterranean,Egypt,2010,Female,72.69
WHO,10/17/2023 10:01,Eastern Mediterranean,Egypt,2000,Both sexes,69.82
WHO,10/17/2023 10:01,Eastern Mediterranean,Egypt,2000,Male,67.29
WHO,10/17/2023 10:01,Eastern Mediterranean,Egypt,2000,Female,72.42
WHO,10/17/2023 10:01,Eastern Mediterranean,Iran (Islamic Republic of),2019,Both sexes,77.35
WHO,10/17/2023 10:01,Eastern Mediterranean,Iran (Islamic Republic of),2019,Male,75.69
WHO,10/17/2023 10:01,Eastern Mediterranean,Iran (Islamic Republic of),2019,Female,79.09
WHO,10/17/2023 10:01,Eastern Mediterranean,Iran (Islamic Republic of),2015,Both sexes,76.66
WHO,10/17/2023 10:01,Eastern Mediterranean,Iran (Islamic Republic of),2015,Male,74.96
WHO,10/17/2023 10:01,Eastern Mediterranean,Iran (Islamic Republic of),2015,Female,78.52
WHO,10/17/2023 10:01,Eastern Mediterranean,Iran (Islamic Republic of),2010,Both sexes,75.86
WHO,10/17/2023 10:01,Eastern Mediterranean,Iran (Islamic Republic of),2010,Male,73.87
WHO,10/17/2023 10:01,Eastern Mediterranean,Iran (Islamic Republic of),2010,Female,78.01
WHO,10/17/2023 10:01,Eastern Mediterranean,Iran (Islamic Republic of),2000,Both sexes,72.56
WHO,10/17/2023 10:01,Eastern Mediterranean,Iran (Islamic Republic of),2000,Male,70.73
WHO,10/17/2023 10:01,Eastern Mediterranean,Iran (Islamic Republic of),2000,Female,74.61
WHO,10/17/2023 10:01,Eastern Mediterranean,Iraq,2019,Both sexes,72.42
WHO,10/17/2023 10:01,Eastern Mediterranean,Iraq,2019,Male,69.93
WHO,10/17/2023 10:01,Eastern Mediterranean,Iraq,2019,Female,74.97
WHO,10/17/2023 10:01,Eastern Mediterranean,Iraq,2015,Both sexes,70.29
WHO,10/17/2023 10:01,Eastern Mediterranean,Iraq,2015,Male,67.32
WHO,10/17/2023 10:01,Eastern Mediterranean,Iraq,2015,Female,73.41
WHO,10/17/2023 10:01,Eastern Mediterranean,Iraq,2010,Both sexes,70.24
WHO,10/17/2023 10:01,Eastern Mediterranean,Iraq,2010,Male,67.76
WHO,10/17/2023 10:01,Eastern Mediterranean,Iraq,2010,Female,72.79
WHO,10/17/2023 10:01,Eastern Mediterranean,Iraq,2000,Both sexes,68.77
WHO,10/17/2023 10:01,Eastern Mediterranean,Iraq,2000,Male,66.43
WHO,10/17/2023 10:01,Eastern Mediterranean,Iraq,2000,Female,71.25
WHO,10/17/2023 10:01,Eastern Mediterranean,Jordan,2019,Both sexes,77.87
WHO,10/17/2023 10:01,Eastern Mediterranean,Jordan,2019,Male,77.02
WHO,10/17/2023 10:01,Eastern Mediterranean,Jordan,2019,Female,78.78
WHO,10/17/2023 10:01,Eastern Mediterranean,Jordan,2015,Both sexes,77.82
WHO,10/17/2023 10:01,Eastern Mediterranean,Jordan,2015,Male,76.95
WHO,10/17/2023 10:01,Eastern Mediterranean,Jordan,2015,Female,78.77
WHO,10/17/2023 10:01,Eastern Mediterranean,Jordan,2010,Both sexes,76.59
WHO,10/17/2023 10:01,Eastern Mediterranean,Jordan,2010,Male,75.59
WHO,10/17/2023 10:01,Eastern Mediterranean,Jordan,2010,Female,77.62
WHO,10/17/2023 10:01,Eastern Mediterranean,Jordan,2000,Both sexes,72.65
WHO,10/17/2023 10:01,Eastern Mediterranean,Jordan,2000,Male,73.06
WHO,10/17/2023 10:01,Eastern Mediterranean,Jordan,2000,Female,72.48
WHO,10/17/2023 10:01,Eastern Mediterranean,Kuwait,2019,Both sexes,80.97
WHO,10/17/2023 10:01,Eastern Mediterranean,Kuwait,2019,Male,79.25
WHO,10/17/2023 10:01,Eastern Mediterranean,Kuwait,2019,Female,83.95
WHO,10/17/2023 10:01,Eastern Mediterranean,Kuwait,2015,Both sexes,81.13
WHO,10/17/2023 10:01,Eastern Mediterranean,Kuwait,2015,Male,79.46
WHO,10/17/2023 10:01,Eastern Mediterranean,Kuwait,2015,Female,83.84
WHO,10/17/2023 10:01,Eastern Mediterranean,Kuwait,2010,Both sexes,79.83
WHO,10/17/2023 10:01,Eastern Mediterranean,Kuwait,2010,Male,78.76
WHO,10/17/2023 10:01,Eastern Mediterranean,Kuwait,2010,Female,81.43
WHO,10/17/2023 10:01,Eastern Mediterranean,Kuwait,2000,Both sexes,77.86
WHO,10/17/2023 10:01,Eastern Mediterranean,Kuwait,2000,Male,76.36
WHO,10/17/2023 10:01,Eastern Mediterranean,Kuwait,2000,Female,80.1
WHO,10/17/2023 10:01,Eastern Mediterranean,Lebanon,2019,Both sexes,76.44
WHO,10/17/2023 10:01,Eastern Mediterranean,Lebanon,2019,Male,74.03
WHO,10/17/2023 10:01,Eastern Mediterranean,Lebanon,2019,Female,79.15
WHO,10/17/2023 10:01,Eastern Mediterranean,Lebanon,2015,Both sexes,75.98
WHO,10/17/2023 10:01,Eastern Mediterranean,Lebanon,2015,Male,73.47
WHO,10/17/2023 10:01,Eastern Mediterranean,Lebanon,2015,Female,78.82
WHO,10/17/2023 10:01,Eastern Mediterranean,Lebanon,2010,Both sexes,75.53
WHO,10/17/2023 10:01,Eastern Mediterranean,Lebanon,2010,Male,73.26
WHO,10/17/2023 10:01,Eastern Mediterranean,Lebanon,2010,Female,78.12
WHO,10/17/2023 10:01,Eastern Mediterranean,Lebanon,2000,Both sexes,74.61
WHO,10/17/2023 10:01,Eastern Mediterranean,Lebanon,2000,Male,73.03
WHO,10/17/2023 10:01,Eastern Mediterranean,Lebanon,2000,Female,76.14
WHO,10/17/2023 10:01,Eastern Mediterranean,Libya,2019,Both sexes,75.78
WHO,10/17/2023 10:01,Eastern Mediterranean,Libya,2019,Male,74.21
WHO,10/17/2023 10:01,Eastern Mediterranean,Libya,2019,Female,77.34
WHO,10/17/2023 10:01,Eastern Mediterranean,Libya,2015,Both sexes,74.6
WHO,10/17/2023 10:01,Eastern Mediterranean,Libya,2015,Male,72.39
WHO,10/17/2023 10:01,Eastern Mediterranean,Libya,2015,Female,76.9
WHO,10/17/2023 10:01,Eastern Mediterranean,Libya,2010,Both sexes,76.04
WHO,10/17/2023 10:01,Eastern Mediterranean,Libya,2010,Male,74.79
WHO,10/17/2023 10:01,Eastern Mediterranean,Libya,2010,Female,77.3
WHO,10/17/2023 10:01,Eastern Mediterranean,Libya,2000,Both sexes,74.4
WHO,10/17/2023 10:01,Eastern Mediterranean,Libya,2000,Male,72.7
WHO,10/17/2023 10:01,Eastern Mediterranean,Libya,2000,Female,76.28
WHO,10/17/2023 10:01,Eastern Mediterranean,Morocco,2019,Both sexes,72.99
WHO,10/17/2023 10:01,Eastern Mediterranean,Morocco,2019,Male,71.68
WHO,10/17/2023 10:01,Eastern Mediterranean,Morocco,2019,Female,74.31
WHO,10/17/2023 10:01,Eastern Mediterranean,Morocco,2015,Both sexes,72.46
WHO,10/17/2023 10:01,Eastern Mediterranean,Morocco,2015,Male,71.37
WHO,10/17/2023 10:01,Eastern Mediterranean,Morocco,2015,Female,73.55
WHO,10/17/2023 10:01,Eastern Mediterranean,Morocco,2010,Both sexes,71.6
WHO,10/17/2023 10:01,Eastern Mediterranean,Morocco,2010,Male,71.07
WHO,10/17/2023 10:01,Eastern Mediterranean,Morocco,2010,Female,72.27
WHO,10/17/2023 10:01,Eastern Mediterranean,Morocco,2000,Both sexes,69.35
WHO,10/17/2023 10:01,Eastern Mediterranean,Morocco,2000,Male,68.06
WHO,10/17/2023 10:01,Eastern Mediterranean,Morocco,2000,Female,70.59
WHO,10/17/2023 10:01,Eastern Mediterranean,Oman,2019,Both sexes,73.9
WHO,10/17/2023 10:01,Eastern Mediterranean,Oman,2019,Male,72.97
WHO,10/17/2023 10:01,Eastern Mediterranean,Oman,2019,Female,75.26
WHO,10/17/2023 10:01,Eastern Mediterranean,Oman,2015,Both sexes,72.52
WHO,10/17/2023 10:01,Eastern Mediterranean,Oman,2015,Male,71.4
WHO,10/17/2023 10:01,Eastern Mediterranean,Oman,2015,Female,74.09
WHO,10/17/2023 10:01,Eastern Mediterranean,Oman,2010,Both sexes,70.36
WHO,10/17/2023 10:01,Eastern Mediterranean,Oman,2010,Male,68.97
WHO,10/17/2023 10:01,Eastern Mediterranean,Oman,2010,Female,72.55
WHO,10/17/2023 10:01,Eastern Mediterranean,Oman,2000,Both sexes,69.07
WHO,10/17/2023 10:01,Eastern Mediterranean,Oman,2000,Male,67.26
WHO,10/17/2023 10:01,Eastern Mediterranean,Oman,2000,Female,71.53
WHO,10/17/2023 10:01,Eastern Mediterranean,Pakistan,2019,Both sexes,65.61
WHO,10/17/2023 10:01,Eastern Mediterranean,Pakistan,2019,Male,64.59
WHO,10/17/2023 10:01,Eastern Mediterranean,Pakistan,2019,Female,66.72
WHO,10/17/2023 10:01,Eastern Mediterranean,Pakistan,2015,Both sexes,64.18
WHO,10/17/2023 10:01,Eastern Mediterranean,Pakistan,2015,Male,63.12
WHO,10/17/2023 10:01,Eastern Mediterranean,Pakistan,2015,Female,65.36
WHO,10/17/2023 10:01,Eastern Mediterranean,Pakistan,2010,Both sexes,62.64
WHO,10/17/2023 10:01,Eastern Mediterranean,Pakistan,2010,Male,61.53
WHO,10/17/2023 10:01,Eastern Mediterranean,Pakistan,2010,Female,63.9
WHO,10/17/2023 10:01,Eastern Mediterranean,Pakistan,2000,Both sexes,60.08
WHO,10/17/2023 10:01,Eastern Mediterranean,Pakistan,2000,Male,59.32
WHO,10/17/2023 10:01,Eastern Mediterranean,Pakistan,2000,Female,60.99
WHO,10/17/2023 10:01,Eastern Mediterranean,Qatar,2019,Both sexes,77.17
WHO,10/17/2023 10:01,Eastern Mediterranean,Qatar,2019,Male,78.03
WHO,10/17/2023 10:01,Eastern Mediterranean,Qatar,2019,Female,76.63
WHO,10/17/2023 10:01,Eastern Mediterranean,Qatar,2015,Both sexes,76.41
WHO,10/17/2023 10:01,Eastern Mediterranean,Qatar,2015,Male,77.17
WHO,10/17/2023 10:01,Eastern Mediterranean,Qatar,2015,Female,75.93
WHO,10/17/2023 10:01,Eastern Mediterranean,Qatar,2010,Both sexes,74.08
WHO,10/17/2023 10:01,Eastern Mediterranean,Qatar,2010,Male,74.97
WHO,10/17/2023 10:01,Eastern Mediterranean,Qatar,2010,Female,73.87
WHO,10/17/2023 10:01,Eastern Mediterranean,Qatar,2000,Both sexes,71.29
WHO,10/17/2023 10:01,Eastern Mediterranean,Qatar,2000,Male,71.11
WHO,10/17/2023 10:01,Eastern Mediterranean,Qatar,2000,Female,71.74
WHO,10/17/2023 10:01,Eastern Mediterranean,Saudi Arabia,2019,Both sexes,74.31
WHO,10/17/2023 10:01,Eastern Mediterranean,Saudi Arabia,2019,Male,73.11
WHO,10/17/2023 10:01,Eastern Mediterranean,Saudi Arabia,2019,Female,76.15
WHO,10/17/2023 10:01,Eastern Mediterranean,Saudi Arabia,2015,Both sexes,73.15
WHO,10/17/2023 10:01,Eastern Mediterranean,Saudi Arabia,2015,Male,71.73
WHO,10/17/2023 10:01,Eastern Mediterranean,Saudi Arabia,2015,Female,75.25
WHO,10/17/2023 10:01,Eastern Mediterranean,Saudi Arabia,2010,Both sexes,71.76
WHO,10/17/2023 10:01,Eastern Mediterranean,Saudi Arabia,2010,Male,70.39
WHO,10/17/2023 10:01,Eastern Mediterranean,Saudi Arabia,2010,Female,73.67
WHO,10/17/2023 10:01,Eastern Mediterranean,Saudi Arabia,2000,Both sexes,70.52
WHO,10/17/2023 10:01,Eastern Mediterranean,Saudi Arabia,2000,Male,69.59
WHO,10/17/2023 10:01,Eastern Mediterranean,Saudi Arabia,2000,Female,71.62
WHO,10/17/2023 10:01,Eastern Mediterranean,Sudan,2019,Both sexes,69.15
WHO,10/17/2023 10:01,Eastern Mediterranean,Sudan,2019,Male,67.55
WHO,10/17/2023 10:01,Eastern Mediterranean,Sudan,2019,Female,70.76
WHO,10/17/2023 10:01,Eastern Mediterranean,Sudan,2015,Both sexes,67.94
WHO,10/17/2023 10:01,Eastern Mediterranean,Sudan,2015,Male,66.19
WHO,10/17/2023 10:01,Eastern Mediterranean,Sudan,2015,Female,69.71
WHO,10/17/2023 10:01,Eastern Mediterranean,Sudan,2010,Both sexes,66.56
WHO,10/17/2023 10:01,Eastern Mediterranean,Sudan,2010,Male,64.74
WHO,10/17/2023 10:01,Eastern Mediterranean,Sudan,2010,Female,68.41
WHO,10/17/2023 10:01,Eastern Mediterranean,Sudan,2000,Both sexes,62.47
WHO,10/17/2023 10:01,Eastern Mediterranean,Sudan,2000,Male,60.36
WHO,10/17/2023 10:01,Eastern Mediterranean,Sudan,2000,Female,64.67
WHO,10/17/2023 10:01,Eastern Mediterranean,Somalia,2019,Both sexes,56.47
WHO,10/17/2023 10:01,Eastern Mediterranean,Somalia,2019,Male,54.01
WHO,10/17/2023 10:01,Eastern Mediterranean,Somalia,2019,Female,59.22
WHO,10/17/2023 10:01,Eastern Mediterranean,Somalia,2015,Both sexes,54.57
WHO,10/17/2023 10:01,Eastern Mediterranean,Somalia,2015,Male,52.17
WHO,10/17/2023 10:01,Eastern Mediterranean,Somalia,2015,Female,57.31
WHO,10/17/2023 10:01,Eastern Mediterranean,Somalia,2010,Both sexes,51.98
WHO,10/17/2023 10:01,Eastern Mediterranean,Somalia,2010,Male,49.49
WHO,10/17/2023 10:01,Eastern Mediterranean,Somalia,2010,Female,54.91
WHO,10/17/2023 10:01,Eastern Mediterranean,Somalia,2000,Both sexes,49.87
WHO,10/17/2023 10:01,Eastern Mediterranean,Somalia,2000,Male,47.6
WHO,10/17/2023 10:01,Eastern Mediterranean,Somalia,2000,Female,52.58
WHO,10/17/2023 10:01,Eastern Mediterranean,Syrian Arab Republic,2019,Both sexes,72.67
WHO,10/17/2023 10:01,Eastern Mediterranean,Syrian Arab Republic,2019,Male,71.18
WHO,10/17/2023 10:01,Eastern Mediterranean,Syrian Arab Republic,2019,Female,74.26
WHO,10/17/2023 10:01,Eastern Mediterranean,Syrian Arab Republic,2015,Both sexes,64.4
WHO,10/17/2023 10:01,Eastern Mediterranean,Syrian Arab Republic,2015,Male,60.88
WHO,10/17/2023 10:01,Eastern Mediterranean,Syrian Arab Republic,2015,Female,68.37
WHO,10/17/2023 10:01,Eastern Mediterranean,Syrian Arab Republic,2010,Both sexes,74.35
WHO,10/17/2023 10:01,Eastern Mediterranean,Syrian Arab Republic,2010,Male,73.2
WHO,10/17/2023 10:01,Eastern Mediterranean,Syrian Arab Republic,2010,Female,75.63
WHO,10/17/2023 10:01,Eastern Mediterranean,Syrian Arab Republic,2000,Both sexes,71.46
WHO,10/17/2023 10:01,Eastern Mediterranean,Syrian Arab Republic,2000,Male,70.35
WHO,10/17/2023 10:01,Eastern Mediterranean,Syrian Arab Republic,2000,Female,72.71
WHO,10/17/2023 10:01,Eastern Mediterranean,Tunisia,2019,Both sexes,77.04
WHO,10/17/2023 10:01,Eastern Mediterranean,Tunisia,2019,Male,74.88
