SourceName,DateAccessed,ParentLocation,Location,Period,Dim1,FactValueNumeric
WHO,10/17/2023 10:01,Africa,Congo,2015,Female,16.6
WHO,10/17/2023 10:01,Africa,Congo,2010,Both sexes,15.67
WHO,10/17/2023 10:01,Africa,Congo,2010,Male,15.16
WHO,10/17/2023 10:01,Africa,Congo,2010,Female,16.05
WHO,10/17/2023 10:01,Africa,Congo,2000,Both sexes,13.87
WHO,10/17/2023 10:01,Africa,Congo,2000,Male,12.78
WHO,10/17/2023 10:01,Africa,Congo,2000,Female,14.73
WHO,10/17/2023 10:01,Africa,Comoros,2019,Both sexes,18.13
WHO,10/17/2023 10:01,Africa,Comoros,2019,Male,17.44
WHO,10/17/2023 10:01,Africa,Comoros,2019,Female,18.75
WHO,10/17/2023 10:01,Africa,Comoros,2015,Both sexes,17.92
WHO,10/17/2023 10:01,Africa,Comoros,2015,Male,17.22
WHO,10/17/2023 10:01,Africa,Comoros,2015,Female,18.54
WHO,10/17/2023 10:01,Africa,Comoros,2010,Both sexes,17.6
WHO,10/17/2023 10:01,Africa,Comoros,2010,Male,16.92
WHO,10/17/2023 10:01,Africa,Comoros,2010,Female,18.21
WHO,10/17/2023 10:01,Africa,Comoros,2000,Both sexes,16.34
WHO,10/17/2023 10:01,Africa,Comoros,2000,Male,15.56
WHO,10/17/2023 10:01,Africa,Comoros,2000,Female,17.03
WHO,10/17/2023 10:01,Africa,Cabo Verde,2019,Both sexes,19.66
WHO,10/17/2023 10:01,Africa,Cabo Verde,2019,Male,16.82
WHO,10/17/2023 10:01,Africa,Cabo Verde,2019,Female,21.77
WHO,10/17/2023 10:01,Africa,Cabo Verde,2015,Both sexes,21.69
WHO,10/17/2023 10:01,Africa,Cabo Verde,2015,Male,21.03
WHO,10/17/2023 10:01,Africa,Cabo Verde,2015,Female,22.12
WHO,10/17/2023 10:01,Africa,Cabo Verde,2010,Both sexes,22.07
WHO,10/17/2023 10:01,Africa,Cabo Verde,2010,Male,20.85
WHO,10/17/2023 10:01,Africa,Cabo Verde,2010,Female,22.88
WHO,10/17/2023 10:01,Africa,Cabo Verde,2000,Both sexes,20.36
WHO,10/17/2023 10:01,Africa,Cabo Verde,2000,Male,18.17
WHO,10/17/2023 10:01,Africa,Cabo Verde,2000,Female,22.25
WHO,10/17/2023 10:01,Africa,Algeria,2019,Both sexes,22.04
WHO,10/17/2023 10:01,Africa,Algeria,2019,Male,21.53
WHO,10/17/2023 10:01,Africa,Algeria,2019,Female,22.62
WHO,10/17/2023 10:01,Africa,Algeria,2015,Both sexes,21.81
WHO,10/17/2023 10:01,Africa,Algeria,2015,Male,21.33
WHO,10/17/2023 10:01,Africa,Algeria,2015,Female,22.33
WHO,10/17/2023 10:01,Africa,Algeria,2010,Both sexes,21.37
WHO,10/17/2023 10:01,Africa,Algeria,2010,Male,20.89
WHO,10/17/2023 10:01,Africa,Algeria,2010,Female,21.85
WHO,10/17/2023 10:01,Africa,Algeria,2000,Both sexes,19.81
WHO,10/17/2023 10:01,Africa,Algeria,2000,Male,19.36
WHO,10/17/2023 10:01,Africa,Algeria,2000,Female,20.25
WHO,10/17/2023 10:01,Africa,Eritrea,2019,Both sexes,15.5
WHO,10/17/2023 10:01,Africa,Eritrea,2019,Male,14.13
WHO,10/17/2023 10:01,Africa,Eritrea,2019,Female,16.82
WHO,10/17/2023 10:01,Africa,Eritrea,2015,Both sexes,15.08
WHO,10/17/2023 10:01,Africa,Eritrea,2015,Male,13.58
WHO,10/17/2023 10:01,Africa,Eritrea,2015,Female,16.55
WHO,10/17/2023 10:01,Africa,Eritrea,2010,Both sexes,14.53
WHO,10/17/2023 10:01,Africa,Eritrea,2010,Male,12.9
WHO,10/17/2023 10:01,Africa,Eritrea,2010,Female,16.22
WHO,10/17/2023 10:01,Africa,Eritrea,2000,Both sexes,13.51
WHO,10/17/2023 10:01,Africa,Eritrea,2000,Male,11.7
WHO,10/17/2023 10:01,Africa,Eritrea,2000,Female,15.56
WHO,10/17/2023 10:01,Africa,Ethiopia,2019,Both sexes,18.45
WHO,10/17/2023 10:01,Africa,Ethiopia,2019,Male,17.44
WHO,10/17/2023 10:01,Africa,Ethiopia,2019,Female,19.4
WHO,10/17/2023 10:01,Africa,Ethiopia,2015,Both sexes,18.08
WHO,10/17/2023 10:01,Africa,Ethiopia,2015,Male,17.04
WHO,10/17/2023 10:01,Africa,Ethiopia,2015,Female,19.09
WHO,10/17/2023 10:01,Africa,Ethiopia,2010,Both sexes,17.28
WHO,10/17/2023 10:01,Africa,Ethiopia,2010,Male,16.29
WHO,10/17/2023 10:01,Africa,Ethiopia,2010,Female,18.29
WHO,10/17/2023 10:01,Africa,Ethiopia,2000,Both sexes,14.15
WHO,10/17/2023 10:01,Africa,Ethiopia,2000,Male,13.42
WHO,10/17/2023 10:01,Africa,Ethiopia,2000,Female,14.91
WHO,10/17/2023 10:01,Africa,Gabon,2019,Both sexes,17.17
WHO,10/17/2023 10:01,Africa,Gabon,2019,Male,15.15
WHO,10/17/2023 10:01,Africa,Gabon,2019,Female,19.25
WHO,10/17/2023 10:01,Africa,Gabon,2015,Both sexes,16.91
WHO,10/17/2023 10:01,Africa,Gabon,2015,Male,14.87
WHO,10/17/2023 10:01,Africa,Gabon,2015,Female,18.98
WHO,10/17/2023 10:01,Africa,Gabon,2010,Both sexes,16.36
WHO,10/17/2023 10:01,Africa,Gabon,2010,Male,14.43
WHO,10/17/2023 10:01,Africa,Gabon,2010,Female,18.23
WHO,10/17/2023 10:01,Africa,Gabon,2000,Both sexes,15.23
WHO,10/17/2023 10:01,Africa,Gabon,2000,Male,13.41
WHO,10/17/2023 10:01,Africa,Gabon,2000,Female,16.96
WHO,10/17/2023 10:01,Africa,Ghana,2019,Both sexes,17.25
WHO,10/17/2023 10:01,Africa,Ghana,2019,Male,15.66
WHO,10/17/2023 10:01,Africa,Ghana,2019,Female,18.89
WHO,10/17/2023 10:01,Africa,Ghana,2015,Both sexes,16.8
WHO,10/17/2023 10:01,Africa,Ghana,2015,Male,15.12
WHO,10/17/2023 10:01,Africa,Ghana,2015,Female,18.56
WHO,10/17/2023 10:01,Africa,Ghana,2010,Both sexes,16.21
WHO,10/17/2023 10:01,Africa,Ghana,2010,Male,14.55
WHO,10/17/2023 10:01,Africa,Ghana,2010,Female,17.94
WHO,10/17/2023 10:01,Africa,Ghana,2000,Both sexes,16.05
WHO,10/17/2023 10:01,Africa,Ghana,2000,Male,14.84
WHO,10/17/2023 10:01,Africa,Ghana,2000,Female,17.25
WHO,10/17/2023 10:01,Africa,Guinea,2019,Both sexes,16.54
WHO,10/17/2023 10:01,Africa,Guinea,2019,Male,15.62
WHO,10/17/2023 10:01,Africa,Guinea,2019,Female,17.16
WHO,10/17/2023 10:01,Africa,Guinea,2015,Both sexes,15.89
WHO,10/17/2023 10:01,Africa,Guinea,2015,Male,14.85
WHO,10/17/2023 10:01,Africa,Guinea,2015,Female,16.62
WHO,10/17/2023 10:01,Africa,Guinea,2010,Both sexes,15.79
WHO,10/17/2023 10:01,Africa,Guinea,2010,Male,14.72
WHO,10/17/2023 10:01,Africa,Guinea,2010,Female,16.59
WHO,10/17/2023 10:01,Africa,Guinea,2000,Both sexes,15.69
WHO,10/17/2023 10:01,Africa,Guinea,2000,Male,14.97
WHO,10/17/2023 10:01,Africa,Guinea,2000,Female,16.26
WHO,10/17/2023 10:01,Africa,Gambia,2019,Both sexes,16.85
WHO,10/17/2023 10:01,Africa,Gambia,2019,Male,15.77
WHO,10/17/2023 10:01,Africa,Gambia,2019,Female,18.04
WHO,10/17/2023 10:01,Africa,Gambia,2015,Both sexes,16.67
WHO,10/17/2023 10:01,Africa,Gambia,2015,Male,15.57
WHO,10/17/2023 10:01,Africa,Gambia,2015,Female,17.88
WHO,10/17/2023 10:01,Africa,Gambia,2010,Both sexes,16.45
WHO,10/17/2023 10:01,Africa,Gambia,2010,Male,15.31
WHO,10/17/2023 10:01,Africa,Gambia,2010,Female,17.74
WHO,10/17/2023 10:01,Africa,Gambia,2000,Both sexes,16.21
WHO,10/17/2023 10:01,Africa,Gambia,2000,Male,14.94
WHO,10/17/2023 10:01,Africa,Gambia,2000,Female,17.65
WHO,10/17/2023 10:01,Africa,Guinea-Bissau,2019,Both sexes,15.5
WHO,10/17/2023 10:01,Africa,Guinea-Bissau,2019,Male,13.92
WHO,10/17/2023 10:01,Africa,Guinea-Bissau,2019,Female,16.72
WHO,10/17/2023 10:01,Africa,Guinea-Bissau,2015,Both sexes,15.03
WHO,10/17/2023 10:01,Africa,Guinea-Bissau,2015,Male,13.36
WHO,10/17/2023 10:01,Africa,Guinea-Bissau,2015,Female,16.32
WHO,10/17/2023 10:01,Africa,Guinea-Bissau,2010,Both sexes,14.59
WHO,10/17/2023 10:01,Africa,Guinea-Bissau,2010,Male,12.87
WHO,10/17/2023 10:01,Africa,Guinea-Bissau,2010,Female,15.96
WHO,10/17/2023 10:01,Africa,Guinea-Bissau,2000,Both sexes,13.83
WHO,10/17/2023 10:01,Africa,Guinea-Bissau,2000,Male,12.08
WHO,10/17/2023 10:01,Africa,Guinea-Bissau,2000,Female,15.38
WHO,10/17/2023 10:01,Africa,Equatorial Guinea,2019,Both sexes,17.64
WHO,10/17/2023 10:01,Africa,Equatorial Guinea,2019,Male,16.54
WHO,10/17/2023 10:01,Africa,Equatorial Guinea,2019,Female,18.81
WHO,10/17/2023 10:01,Africa,Equatorial Guinea,2015,Both sexes,17.72
WHO,10/17/2023 10:01,Africa,Equatorial Guinea,2015,Male,16.8
WHO,10/17/2023 10:01,Africa,Equatorial Guinea,2015,Female,18.71
WHO,10/17/2023 10:01,Africa,Equatorial Guinea,2010,Both sexes,17.61
WHO,10/17/2023 10:01,Africa,Equatorial Guinea,2010,Male,16.95
WHO,10/17/2023 10:01,Africa,Equatorial Guinea,2010,Female,18.28
WHO,10/17/2023 10:01,Africa,Equatorial Guinea,2000,Both sexes,15.49
WHO,10/17/2023 10:01,Africa,Equatorial Guinea,2000,Male,14
WHO,10/17/2023 10:01,Africa,Equatorial Guinea,2000,Female,17.14
WHO,10/17/2023 10:01,Africa,Kenya,2019,Both sexes,17.64
WHO,10/17/2023 10:01,Africa,Kenya,2019,Male,15.99
WHO,10/17/2023 10:01,Africa,Kenya,2019,Female,19.09
WHO,10/17/2023 10:01,Africa,Kenya,2015,Both sexes,17.32
WHO,10/17/2023 10:01,Africa,Kenya,2015,Male,15.59
WHO,10/17/2023 10:01,Africa,Kenya,2015,Female,18.82
WHO,10/17/2023 10:01,Africa,Kenya,2010,Both sexes,16.79
WHO,10/17/2023 10:01,Africa,Kenya,2010,Male,14.87
WHO,10/17/2023 10:01,Africa,Kenya,2010,Female,18.48
WHO,10/17/2023 10:01,Africa,Kenya,2000,Both sexes,16.33
WHO,10/17/2023 10:01,Africa,Kenya,2000,Male,14.52
WHO,10/17/2023 10:01,Africa,Kenya,2000,Female,18.1
WHO,10/17/2023 10:01,Africa,Liberia,2019,Both sexes,17.75
WHO,10/17/2023 10:01,Africa,Liberia,2019,Male,17.43
WHO,10/17/2023 10:01,Africa,Liberia,2019,Female,18.02
WHO,10/17/2023 10:01,Africa,Liberia,2015,Both sexes,17.06
WHO,10/17/2023 10:01,Africa,Liberia,2015,Male,16.8
WHO,10/17/2023 10:01,Africa,Liberia,2015,Female,17.28
WHO,10/17/2023 10:01,Africa,Liberia,2010,Both sexes,16.71
WHO,10/17/2023 10:01,Africa,Liberia,2010,Male,16.34
WHO,10/17/2023 10:01,Africa,Liberia,2010,Female,17.03
WHO,10/17/2023 10:01,Africa,Liberia,2000,Both sexes,15.79
WHO,10/17/2023 10:01,Africa,Liberia,2000,Male,15.33
WHO,10/17/2023 10:01,Africa,Liberia,2000,Female,16.25
WHO,10/17/2023 10:01,Africa,Lesotho,2019,Both sexes,13.43
WHO,10/17/2023 10:01,Africa,Lesotho,2019,Male,11.22
WHO,10/17/2023 10:01,Africa,Lesotho,2019,Female,15.24
WHO,10/17/2023 10:01,Africa,Lesotho,2015,Both sexes,12.7
WHO,10/17/2023 10:01,Africa,Lesotho,2015,Male,10.67
WHO,10/17/2023 10:01,Africa,Lesotho,2015,Female,14.42
WHO,10/17/2023 10:01,Africa,Lesotho,2010,Both sexes,12.77
WHO,10/17/2023 10:01,Africa,Lesotho,2010,Male,10.57
WHO,10/17/2023 10:01,Africa,Lesotho,2010,Female,14.7
WHO,10/17/2023 10:01,Africa,Lesotho,2000,Both sexes,13.95
WHO,10/17/2023 10:01,Africa,Lesotho,2000,Male,10.99
WHO,10/17/2023 10:01,Africa,Lesotho,2000,Female,16.65
WHO,10/17/2023 10:01,Africa,Madagascar,2019,Both sexes,16.76
WHO,10/17/2023 10:01,Africa,Madagascar,2019,Male,16.15
WHO,10/17/2023 10:01,Africa,Madagascar,2019,Female,17.33
WHO,10/17/2023 10:01,Africa,Madagascar,2015,Both sexes,16.5
WHO,10/17/2023 10:01,Africa,Madagascar,2015,Male,15.8
WHO,10/17/2023 10:01,Africa,Madagascar,2015,Female,17.16
WHO,10/17/2023 10:01,Africa,Madagascar,2010,Both sexes,16.12
WHO,10/17/2023 10:01,Africa,Madagascar,2010,Male,15.33
WHO,10/17/2023 10:01,Africa,Madagascar,2010,Female,16.89
WHO,10/17/2023 10:01,Africa,Madagascar,2000,Both sexes,15.38
WHO,10/17/2023 10:01,Africa,Madagascar,2000,Male,14.6
WHO,10/17/2023 10:01,Africa,Madagascar,2000,Female,16.22
WHO,10/17/2023 10:01,Africa,Mali,2019,Both sexes,17.46
WHO,10/17/2023 10:01,Africa,Mali,2019,Male,17.35
WHO,10/17/2023 10:01,Africa,Mali,2019,Female,17.56
WHO,10/17/2023 10:01,Africa,Mali,2015,Both sexes,17.08
WHO,10/17/2023 10:01,Africa,Mali,2015,Male,16.93
WHO,10/17/2023 10:01,Africa,Mali,2015,Female,17.2
WHO,10/17/2023 10:01,Africa,Mali,2010,Both sexes,16.84
WHO,10/17/2023 10:01,Africa,Mali,2010,Male,16.66
WHO,10/17/2023 10:01,Africa,Mali,2010,Female,16.99
WHO,10/17/2023 10:01,Africa,Mali,2000,Both sexes,16.02
WHO,10/17/2023 10:01,Africa,Mali,2000,Male,16.19
WHO,10/17/2023 10:01,Africa,Mali,2000,Female,15.87
WHO,10/17/2023 10:01,Africa,Mozambique,2019,Both sexes,15.8
WHO,10/17/2023 10:01,Africa,Mozambique,2019,Male,13.34
WHO,10/17/2023 10:01,Africa,Mozambique,2019,Female,17.83
WHO,10/17/2023 10:01,Africa,Mozambique,2015,Both sexes,15.29
WHO,10/17/2023 10:01,Africa,Mozambique,2015,Male,12.71
WHO,10/17/2023 10:01,Africa,Mozambique,2015,Female,17.48
WHO,10/17/2023 10:01,Africa,Mozambique,2010,Both sexes,15.1
WHO,10/17/2023 10:01,Africa,Mozambique,2010,Male,12.49
WHO,10/17/2023 10:01,Africa,Mozambique,2010,Female,17.44
WHO,10/17/2023 10:01,Africa,Mozambique,2000,Both sexes,15.23
WHO,10/17/2023 10:01,Africa,Mozambique,2000,Male,13.13
WHO,10/17/2023 10:01,Africa,Mozambique,2000,Female,17.24
WHO,10/17/2023 10:01,Africa,Mauritania,2019,Both sexes,18.98
WHO,10/17/2023 10:01,Africa,Mauritania,2019,Male,19.12
WHO,10/17/2023 10:01,Africa,Mauritania,2019,Female,18.87
WHO,10/17/2023 10:01,Africa,Mauritania,2015,Both sexes,18.84
WHO,10/17/2023 10:01,Africa,Mauritania,2015,Male,19.04
WHO,10/17/2023 10:01,Africa,Mauritania,2015,Female,18.7
WHO,10/17/2023 10:01,Africa,Mauritania,2010,Both sexes,18.49
WHO,10/17/2023 10:01,Africa,Mauritania,2010,Male,18.74
WHO,10/17/2023 10:01,Africa,Mauritania,2010,Female,18.31
WHO,10/17/2023 10:01,Africa,Mauritania,2000,Both sexes,17.12
WHO,10/17/2023 10:01,Africa,Mauritania,2000,Male,17.22
WHO,10/17/2023 10:01,Africa,Mauritania,2000,Female,17.04
WHO,10/17/2023 10:01,Africa,Mauritius,2019,Both sexes,20.29
WHO,10/17/2023 10:01,Africa,Mauritius,2019,Male,18.45
WHO,10/17/2023 10:01,Africa,Mauritius,2019,Female,21.97
WHO,10/17/2023 10:01,Africa,Mauritius,2015,Both sexes,20.16
WHO,10/17/2023 10:01,Africa,Mauritius,2015,Male,18.24
WHO,10/17/2023 10:01,Africa,Mauritius,2015,Female,21.9
WHO,10/17/2023 10:01,Africa,Mauritius,2010,Both sexes,19.39
WHO,10/17/2023 10:01,Africa,Mauritius,2010,Male,17.36
WHO,10/17/2023 10:01,Africa,Mauritius,2010,Female,21.22
WHO,10/17/2023 10:01,Africa,Mauritius,2000,Both sexes,17.83
WHO,10/17/2023 10:01,Africa,Mauritius,2000,Male,15.77
WHO,10/17/2023 10:01,Africa,Mauritius,2000,Female,19.75
WHO,10/17/2023 10:01,Africa,Malawi,2019,Both sexes,17.24
WHO,10/17/2023 10:01,Africa,Malawi,2019,Male,15.13
WHO,10/17/2023 10:01,Africa,Malawi,2019,Female,19.03
WHO,10/17/2023 10:01,Africa,Malawi,2015,Both sexes,16.87
WHO,10/17/2023 10:01,Africa,Malawi,2015,Male,14.63
WHO,10/17/2023 10:01,Africa,Malawi,2015,Female,18.81
WHO,10/17/2023 10:01,Africa,Malawi,2010,Both sexes,16.01
WHO,10/17/2023 10:01,Africa,Malawi,2010,Male,13.75
WHO,10/17/2023 10:01,Africa,Malawi,2010,Female,18.03
WHO,10/17/2023 10:01,Africa,Malawi,2000,Both sexes,13.96
WHO,10/17/2023 10:01,Africa,Malawi,2000,Male,12.23
WHO,10/17/2023 10:01,Africa,Malawi,2000,Female,15.76
WHO,10/17/2023 10:01,Africa,Namibia,2019,Both sexes,17.24
WHO,10/17/2023 10:01,Africa,Namibia,2019,Male,14.68
WHO,10/17/2023 10:01,Africa,Namibia,2019,Female,19.25
WHO,10/17/2023 10:01,Africa,Namibia,2015,Both sexes,16.99
WHO,10/17/2023 10:01,Africa,Namibia,2015,Male,14.46
WHO,10/17/2023 10:01,Africa,Namibia,2015,Female,19.06
WHO,10/17/2023 10:01,Africa,Namibia,2010,Both sexes,16.45
WHO,10/17/2023 10:01,Africa,Namibia,2010,Male,13.89
WHO,10/17/2023 10:01,Africa,Namibia,2010,Female,18.76
WHO,10/17/2023 10:01,Africa,Namibia,2000,Both sexes,14.64
WHO,10/17/2023 10:01,Africa,Namibia,2000,Male,12.71
WHO,10/17/2023 10:01,Africa,Namibia,2000,Female,16.27
WHO,10/17/2023 10:01,Africa,Niger,2019,Both sexes,17.19
WHO,10/17/2023 10:01,Africa,Niger,2019,Male,16.59
WHO,10/17/2023 10:01,Africa,Niger,2019,Female,17.79
WHO,10/17/2023 10:01,Africa,Niger,2015,Both sexes,16.82
WHO,10/17/2023 10:01,Africa,Niger,2015,Male,16.16
WHO,10/17/2023 10:01,Africa,Niger,2015,Female,17.48
WHO,10/17/2023 10:01,Africa,Niger,2010,Both sexes,16.59
WHO,10/17/2023 10:01,Africa,Niger,2010,Male,15.91
WHO,10/17/2023 10:01,Africa,Niger,2010,Female,17.24
WHO,10/17/2023 10:01,Africa,Niger,2000,Both sexes,15.79
WHO,10/17/2023 10:01,Africa,Niger,2000,Male,15.33
WHO,10/17/2023 10:01,Africa,Niger,2000,Female,16.19
WHO,10/17/2023 10:01,Africa,Nigeria,2019,Both sexes,18.24
WHO,10/17/2023 10:01,Africa,Nigeria,2019,Male,17.59
WHO,10/17/2023 10:01,Africa,Nigeria,2019,Female,18.86
WHO,10/17/2023 10:01,Africa,Nigeria,2015,Both sexes,17.81
WHO,10/17/2023 10:01,Africa,Nigeria,2015,Male,17.09
WHO,10/17/2023 10:01,Africa,Nigeria,2015,Female,18.5
WHO,10/17/2023 10:01,Africa,Nigeria,2010,Both sexes,17.28
WHO,10/17/2023 10:01,Africa,Nigeria,2010,Male,16.51
WHO,10/17/2023 10:01,Africa,Nigeria,2010,Female,18.03
WHO,10/17/2023 10:01,Africa,Nigeria,2000,Both sexes,16.19
WHO,10/17/2023 10:01,Africa,Nigeria,2000,Male,15.39
WHO,10/17/2023 10:01,Africa,Nigeria,2000,Female,16.96
WHO,10/17/2023 10:01,Africa,Rwanda,2019,Both sexes,18.02
WHO,10/17/2023 10:01,Africa,Rwanda,2019,Male,16.65
WHO,10/17/2023 10:01,Africa,Rwanda,2019,Female,19.16
WHO,10/17/2023 10:01,Africa,Rwanda,2015,Both sexes,17.88
WHO,10/17/2023 10:01,Africa,Rwanda,2015,Male,16.47
WHO,10/17/2023 10:01,Africa,Rwanda,2015,Female,19.05
WHO,10/17/2023 10:01,Africa,Rwanda,2010,Both sexes,17.37
WHO,10/17/2023 10:01,Africa,Rwanda,2010,Male,15.87
WHO,10/17/2023 10:01,Africa,Rwanda,2010,Female,18.65
WHO,10/17/2023 10:01,Africa,Rwanda,2000,Both sexes,13.37
WHO,10/17/2023 10:01,Africa,Rwanda,2000,Male,11.82
WHO,10/17/2023 10:01,Africa,Rwanda,2000,Female,14.96
WHO,10/17/2023 10:01,Africa,Senegal,2019,Both sexes,18.15
WHO,10/17/2023 10:01,Africa,Senegal,2019,Male,17.18
WHO,10/17/2023 10:01,Africa,Senegal,2019,Female,18.92
WHO,10/17/2023 10:01,Africa,Senegal,2015,Both sexes,17.85
WHO,10/17/2023 10:01,Africa,Senegal,2015,Male,16.83
WHO,10/17/2023 10:01,Africa,Senegal,2015,Female,18.68
WHO,10/17/2023 10:01,Africa,Senegal,2010,Both sexes,17.57
WHO,10/17/2023 10:01,Africa,Senegal,2010,Male,16.51
WHO,10/17/2023 10:01,Africa,Senegal,2010,Female,18.49
WHO,10/17/2023 10:01,Africa,Senegal,2000,Both sexes,16.61
WHO,10/17/2023 10:01,Africa,Senegal,2000,Male,15.5
WHO,10/17/2023 10:01,Africa,Senegal,2000,Female,17.65
WHO,10/17/2023 10:01,Africa,Sierra Leone,2019,Both sexes,16.99
WHO,10/17/2023 10:01,Africa,Sierra Leone,2019,Male,16.43
WHO,10/17/2023 10:01,Africa,Sierra Leone,2019,Female,17.44
WHO,10/17/2023 10:01,Africa,Sierra Leone,2015,Both sexes,16.36
WHO,10/17/2023 10:01,Africa,Sierra Leone,2015,Male,15.78
WHO,10/17/2023 10:01,Africa,Sierra Leone,2015,Female,16.83
WHO,10/17/2023 10:01,Africa,Sierra Leone,2010,Both sexes,15.7
WHO,10/17/2023 10:01,Africa,Sierra Leone,2010,Male,14.96
WHO,10/17/2023 10:01,Africa,Sierra Leone,2010,Female,16.34
WHO,10/17/2023 10:01,Africa,Sierra Leone,2000,Both sexes,15.37
WHO,10/17/2023 10:01,Africa,Sierra Leone,2000,Male,14.34
WHO,10/17/2023 10:01,Africa,Sierra Leone,2000,Female,16.3
WHO,10/17/2023 10:01,Africa,South Sudan,2019,Both sexes,17.79
WHO,10/17/2023 10:01,Africa,South Sudan,2019,Male,16.61
WHO,10/17/2023 10:01,Africa,South Sudan,2019,Female,18.93
WHO,10/17/2023 10:01,Africa,South Sudan,2015,Both sexes,17.44
WHO,10/17/2023 10:01,Africa,South Sudan,2015,Male,16.19
WHO,10/17/2023 10:01,Africa,South Sudan,2015,Female,18.68
WHO,10/17/2023 10:01,Africa,South Sudan,2010,Both sexes,17.17
WHO,10/17/2023 10:01,Africa,South Sudan,2010,Male,15.87
WHO,10/17/2023 10:01,Africa,South Sudan,2010,Female,18.48
WHO,10/17/2023 10:01,Africa,South Sudan,2000,Both sexes,16.3
WHO,10/17/2023 10:01,Africa,South Sudan,2000,Male,14.95
WHO,10/17/2023 10:01,Africa,South Sudan,2000,Female,17.65
WHO,10/17/2023 10:01,Africa,Sao Tome and Principe,2019,Both sexes,17.73
WHO,10/17/2023 10:01,Africa,Sao Tome and Principe,2019,Male,16.72
WHO,10/17/2023 10:01,Africa,Sao Tome and Principe,2019,Female,18.63
WHO,10/17/2023 10:01,Africa,Sao Tome and Principe,2015,Both sexes,17.57
WHO,10/17/2023 10:01,Africa,Sao Tome and Principe,2015,Male,16.65
WHO,10/17/2023 10:01,Africa,Sao Tome and Principe,2015,Female,18.38
WHO,10/17/2023 10:01,Africa,Sao Tome and Principe,2010,Both sexes,17.48
WHO,10/17/2023 10:01,Africa,Sao Tome and Principe,2010,Male,16.74
WHO,10/17/2023 10:01,Africa,Sao Tome and Principe,2010,Female,18.1
WHO,10/17/2023 10:01,Africa,Sao Tome and Principe,2000,Both sexes,17.07
WHO,10/17/2023 10:01,Africa,Sao Tome and Principe,2000,Male,16.6
WHO,10/17/2023 10:01,Africa,Sao Tome and Principe,2000,Female,17.46
WHO,10/17/2023 10:01,Africa,Eswatini,2019,Both sexes,15.1
WHO,10/17/2023 10:01,Africa,Eswatini,2019,Male,12.41
WHO,10/17/2023 10:01,Africa,Eswatini,2019,Female,17.71
WHO,10/17/2023 10:01,Africa,Eswatini,2015,Both sexes,14.65
WHO,10/17/2023 10:01,Africa,Eswatini,2015,Male,11.93
WHO,10/17/2023 10:01,Africa,Eswatini,2015,Female,17.1
WHO,10/17/2023 10:01,Africa,Eswatini,2010,Both sexes,13.35
WHO,10/17/2023 10:01,Africa,Eswatini,2010,Male,10.82
WHO,10/17/2023 10:01,Africa,Eswatini,2010,Female,15.66
WHO,10/17/2023 10:01,Africa,Eswatini,2000,Both sexes,13.58
WHO,10/17/2023 10:01,Africa,Eswatini,2000,Male,11.18
WHO,10/17/2023 10:01,Africa,Eswatini,2000,Female,15.89
WHO,10/17/2023 10:01,Africa,Seychelles,2019,Both sexes,19.5
WHO,10/17/2023 10:01,Africa,Seychelles,2019,Male,17.47
WHO,10/17/2023 10:01,Africa,Seychelles,2019,Female,21.51
WHO,10/17/2023 10:01,Africa,Seychelles,2015,Both sexes,19.53
WHO,10/17/2023 10:01,Africa,Seychelles,2015,Male,17.59
WHO,10/17/2023 10:01,Africa,Seychelles,2015,Female,21.4
WHO,10/17/2023 10:01,Africa,Seychelles,2010,Both sexes,19.33
WHO,10/17/2023 10:01,Africa,Seychelles,2010,Male,17.1
WHO,10/17/2023 10:01,Africa,Seychelles,2010,Female,21.44
WHO,10/17/2023 10:01,Africa,Seychelles,2000,Both sexes,18.97
WHO,10/17/2023 10:01,Africa,Seychelles,2000,Male,16.57
WHO,10/17/2023 10:01,Africa,Seychelles,2000,Female,21.05
WHO,10/17/2023 10:01,Africa,Chad,2019,Both sexes,16.54
WHO,10/17/2023 10:01,Africa,Chad,2019,Male,15.68
WHO,10/17/2023 10:01,Africa,Chad,2019,Female,17.34
WHO,10/17/2023 10:01,Africa,Chad,2015,Both sexes,16.16
WHO,10/17/2023 10:01,Africa,Chad,2015,Male,15.21
WHO,10/17/2023 10:01,Africa,Chad,2015,Female,17.05
WHO,10/17/2023 10:01,Africa,Chad,2010,Both sexes,15.63
WHO,10/17/2023 10:01,Africa,Chad,2010,Male,14.58
WHO,10/17/2023 10:01,Africa,Chad,2010,Female,16.64
WHO,10/17/2023 10:01,Africa,Chad,2000,Both sexes,14.95
WHO,10/17/2023 10:01,Africa,Chad,2000,Male,13.75
WHO,10/17/2023 10:01,Africa,Chad,2000,Female,16.11
WHO,10/17/2023 10:01,Africa,Togo,2019,Both sexes,17.03
WHO,10/17/2023 10:01,Africa,Togo,2019,Male,15.44
WHO,10/17/2023 10:01,Africa,Togo,2019,Female,18.65
WHO,10/17/2023 10:01,Africa,Togo,2015,Both sexes,16.49
WHO,10/17/2023 10:01,Africa,Togo,2015,Male,14.79
WHO,10/17/2023 10:01,Africa,Togo,2015,Female,18.27
WHO,10/17/2023 10:01,Africa,Togo,2010,Both sexes,15.93
WHO,10/17/2023 10:01,Africa,Togo,2010,Male,14.15
WHO,10/17/2023 10:01,Africa,Togo,2010,Female,17.82
